ID,Name,Description,ColumnSpec,Concepticon_ID,Concepticon_Gloss,Central_Concept,Core_Concept
meaning,MEANING,,,2950,MEANING,THINK (REFLECT),
reason,REASON,,,2968,REASON,,
conversation,CONVERSATION,,,2933,CONVERSATION,SPEAK,
fairytale,FAIRY TALE,,,2937,FAIRY TALE,STORY,
message,MESSAGE,,,2961,MESSAGE,STORY,
callappeal,CALL (APPEAL),,,2944,CALL (APPEAL),,
tonemusic,TONE (MUSIC),,,2995,TONE (MUSIC),SPEAK,
game,GAME,,,2467,GAME,PLAY,
companionship,COMPANIONSHIP,,,2983,COMPANIONSHIP,,
helpassistance,HELP (ASSISTANCE),,,3467,HELP (ASSISTANCE),,
countquantity,COUNT (QUANTITY),,,2945,COUNT (QUANTITY),AMOUNT,
piece,PIECE,,,594,PIECE,HALF,
strokeofpen,STROKE (OF PEN),,,2993,STROKE (OF PEN),THREAD,
gapdistance,GAP (DISTANCE),,,2948,GAP (DISTANCE),GAP (DISTANCE),
distance,DISTANCE,,,2978,DISTANCE,GAP (DISTANCE),
area,AREA,,,2980,AREA,COUNTRY,
spaceavailable,SPACE (AVAILABLE),,,3006,SPACE (AVAILABLE),GAP (DISTANCE),
item,ITEM,,,2981,ITEM,WEAPONS,
fringe,FRINGE,,,2989,FRINGE,EDGE,
pattern,PATTERN,,,2988,PATTERN,,
sizeofobject,SIZE (OF OBJECT),,,2845,SIZE (OF OBJECT),,
length,LENGTH,,,2537,LENGTH,HIGH,
height,HEIGHT,,,2985,HEIGHT,HILL,
weight,WEIGHT,,,2466,WEIGHT,EXPENSIVE,
amount,AMOUNT,,,2987,AMOUNT,AMOUNT,
heap,HEAP,,,2984,HEAP,HILL,
sled,SLED,,,16,SLED,,
ski,SKI,,,2991,SKI,,
campfire,CAMPFIRE,,,2986,CAMPFIRE,FIRE,
walkmanner,WALK (MANNER),,,2979,WALK (MANNER),,
slab,SLAB,,,2952,SLAB,TABLE,
supportofobject,SUPPORT (OF OBJECT),,,2994,SUPPORT (OF OBJECT),,
tube,TUBE,,,2956,TUBE,,
gate,GATE,,,2940,GATE,GLASS,
picturepainting,PICTURE (PAINTING),,,3303,PICTURE (PAINTING),IDOL,
doll,DOLL,,,1659,DOLL,,
pouch,POUCH,,,2951,POUCH,BAG,
bundle,BUNDLE,,,2943,BUNDLE,TIE,
slice,SLICE,,,2954,SLICE,HALF,
cap,CAP,,,1288,CAP,,
ribbon,RIBBON,,,2969,RIBBON,,
pasture,PASTURE,,,649,PASTURE,PASTURE,
character,CHARACTER,,,1024,CHARACTER,,
newspaper,NEWSPAPER,,,1298,NEWSPAPER,,
church,CHURCH,,,1349,CHURCH,TEMPLE,
worker,WORKER,,,2977,WORKER,,
boss,BOSS,,,2930,BOSS,HEAD,
business,BUSINESS,,,2931,BUSINESS,WORK (LABOUR),
shop,SHOP,,,746,SHOP,WORK (LABOUR),
ware,WARE,,,2957,WARE,WEAPONS,
statepolitics,STATE (POLITICS),,,2955,STATE (POLITICS),COUNTRY,
border,BORDER,,,2546,BORDER,EDGE,
violence,VIOLENCE,,,2976,VIOLENCE,STRENGTH,
badluck,BAD LUCK,,,56,BAD LUCK,GRIEF,
fresh,FRESH,,,243,FRESH,CHILD (DESCENDANT),
openstate,OPEN (STATE),,,3235,OPEN (STATE),,
closed,CLOSED,,,589,CLOSED,,
colorful,COLORFUL,,,2997,COLORFUL,,
precious,PRECIOUS,,,3002,PRECIOUS,EXPENSIVE,
powerful,POWERFUL,,,3001,POWERFUL,STRONG,
dexterous,DEXTEROUS,,,1824,DEXTEROUS,CHIEFTAIN,
dear,DEAR,,,2470,DEAR,EXPENSIVE,
former,FORMER,,,3004,FORMER,OLD,
familiar,FAMILIAR,,,3005,FAMILIAR,,
foreign,FOREIGN,,,109,FOREIGN,OTHER,
instantlyimmediately,INSTANTLY (IMMEDIATELY),,,2916,INSTANTLY (IMMEDIATELY),IMMEDIATELY,
onceinthepast,ONCE (IN THE PAST),,,2914,ONCE (IN THE PAST),ONCE (IN THE PAST),
atthattime,AT THAT TIME,,,2922,AT THAT TIME,THEN,
hitherhereto,HITHER (HERE TO),,,2925,HITHER (HERE TO),THAT,
fromhere,FROM HERE,,,2927,FROM HERE,,
thitherthereto,THITHER (THERE TO),,,2923,THITHER (THERE TO),THAT,
forward,FORWARD,,,2912,FORWARD,BEFORE,
everywhere,EVERYWHERE,,,2999,EVERYWHERE,,
hardly,HARDLY,,,2926,HARDLY,,
invain,IN VAIN,,,1765,IN VAIN,,
through,THROUGH,,,97,THROUGH,AND,
becauseof,BECAUSE OF,,,2918,BECAUSE OF,,
whitherwhereto,WHITHER (WHERE TO),,,2928,WHITHER (WHERE TO),HOW,
happen,HAPPEN,,,248,HAPPEN,BECOME,
setheavenlybodies,SET (HEAVENLY BODIES),,,160,SET (HEAVENLY BODIES),SINK (DESCEND),
streamflowcontinuously,STREAM (FLOW CONTINUOUSLY),,,2858,STREAM (FLOW CONTINUOUSLY),GO,
sway,SWAY,,,573,SWAY,SHAKE,
smokeemitsmoke,SMOKE (EMIT SMOKE),,,2859,SMOKE (EMIT SMOKE),SMOKE (EXHAUST),
thawdew,THAW (DEW),,,2887,THAW (DEW),MELT,
emergeappear,EMERGE (APPEAR),,,1076,EMERGE (APPEAR),SEEM,
twinkle,TWINKLE,,,2889,TWINKLE,,
chimeaction,CHIME (ACTION),,,2897,CHIME (ACTION),CHIME (ACTION),
ringmakesound,RING (MAKE SOUND),,,2875,RING (MAKE SOUND),CHIME (ACTION),
tinkle,TINKLE,,,2888,TINKLE,CHIME (ACTION),
roarofsea,ROAR (OF SEA),,,2876,ROAR (OF SEA),THUNDER,
rustleofleaves,RUSTLE (OF LEAVES),,,2877,RUSTLE (OF LEAVES),,
fallasleep,FALL ASLEEP,,,1106,FALL ASLEEP,SLEEP,
ache,ACHE,,,1815,ACHE,BECOME SICK,
diefromaccident,DIE (FROM ACCIDENT),,,2865,DIE (FROM ACCIDENT),CORPSE,
budgeoneself,BUDGE (ONESELF),,,2861,BUDGE (ONESELF),GO,
boltmoveinhaste,BOLT (MOVE IN HASTE),,,2860,BOLT (MOVE IN HASTE),IMMEDIATELY,
dashofvehicle,DASH (OF VEHICLE),,,2863,DASH (OF VEHICLE),THUNDER,
moveaffectemotionally,MOVE (AFFECT EMOTIONALLY),,,2873,MOVE (AFFECT EMOTIONALLY),TAKE,
watch,WATCH,,,1650,WATCH,SEE,
visible,VISIBLE,,,1868,VISIBLE,SEEM,
resultin,RESULT IN,,,1723,RESULT IN,BECOME,
produce,PRODUCE,,,2886,PRODUCE,WORK (LABOUR),
improvesomething,IMPROVE (SOMETHING),,,2872,IMPROVE (SOMETHING),COOK (SOMETHING),
strikesomething,STRIKE (SOMETHING),,,3309,STRIKE (SOMETHING),CHIME (ACTION),
jogsomething,JOG (SOMETHING),,,2899,JOG (SOMETHING),SHAKE,
swingsomething,SWING (SOMETHING),,,2901,SWING (SOMETHING),SHAKE,
drag,DRAG,,,2030,DRAG,PULL,
add,ADD,,,2882,ADD,,
hinder,HINDER,,,554,HINDER,DISTURB,
spoilsomebodyorsomething,SPOIL (SOMEBODY OR SOMETHING),,,92,SPOIL (SOMEBODY OR SOMETHING),DESTROY,
damage,DAMAGE,,,1116,DAMAGE,DESTROY,
donate,DONATE,,,196,DONATE,GIVE,
wakeupsomeone,WAKE UP (SOMEONE),,,3174,WAKE UP (SOMEONE),GO UP (ASCEND),
urgesomeone,URGE (SOMEONE),,,2881,URGE (SOMEONE),URGE (SOMEONE),
assemblegettogether,ASSEMBLE (GET TOGETHER),,,3638,ASSEMBLE (GET TOGETHER),,
brawlfight,BRAWL (FIGHT),,,2902,BRAWL (FIGHT),,
disturb,DISTURB,,,2883,DISTURB,DISTURB,
botherharass,BOTHER (HARASS),,,2869,BOTHER (HARASS),DISTURB,
swindle,SWINDLE,,,3055,SWINDLE,,
cleansomething,CLEAN (SOMETHING),,,2235,CLEAN (SOMETHING),SCRAPE,
rinse,RINSE,,,2904,RINSE,SWIM,
conveyamessage,CONVEY (A MESSAGE),,,2898,CONVEY (A MESSAGE),SPEAK,
noticesomething,NOTICE (SOMETHING),,,2893,NOTICE (SOMETHING),SEE,
recognizesomebody,RECOGNIZE (SOMEBODY),,,2870,RECOGNIZE (SOMEBODY),KNOW (SOMETHING),
calculate,CALCULATE,,,2867,CALCULATE,READ,
calabash,CALABASH,,,3918,CALABASH,,
newmoon,NEW MOON,,,3691,NEW MOON,,
chain,CHAIN,,,1627,CHAIN,NECKLACE,
cowmilk,COW MILK,,,3911,COW MILK,,
breastmilk,BREAST MILK,,,3912,BREAST MILK,,
ewe,EWE,,,1345,EWE,LAMB,
whiteman,WHITE MAN,,,2839,WHITE MAN,,
blackman,BLACK MAN,,,2806,BLACK MAN,,
coughactofcoughing,COUGH (ACT OF COUGHING),,,3913,COUGH (ACT OF COUGHING),,
onehundredandtwentythree,ONE HUNDRED AND TWENTY THREE,,,3164,ONE HUNDRED AND TWENTY THREE,,
betelpeppervine,BETEL PEPPER VINE,,,177,BETEL PEPPER VINE,,
breadfruit,BREADFRUIT,,,2371,BREADFRUIT,,
brideprice,BRIDE PRICE,,,3024,BRIDE PRICE,DOWRY,
chewbetel,CHEW BETEL,,,3161,CHEW BETEL,,
conjunctivitis,CONJUNCTIVITIS,,,3026,CONJUNCTIVITIS,,
cookedcorn,COOKED CORN,,,3027,COOKED CORN,,
coralrock,CORAL ROCK,,,3179,CORAL ROCK,,
dibblestick,DIBBLE STICK,,,3155,DIBBLE STICK,DIBBLE STICK,
gravel,GRAVEL,,,3028,GRAVEL,,
eucalypt,EUCALYPT,,,3007,EUCALYPT,,
lontarpalm,LONTAR PALM,,,3030,LONTAR PALM,,
moringatree,MORINGA TREE,,,3031,MORINGA TREE,,
ridge,RIDGE,,,1748,RIDGE,,
ringworm,RINGWORM,,,3171,RINGWORM,RINGWORM,
scab,SCAB,,,2664,SCAB,,
starfish,STARFISH,,,3032,STARFISH,,
sugarpalm,SUGAR PALM,,,3029,SUGAR PALM,,
bathesomeone,BATHE (SOMEONE),,,3170,BATHE (SOMEONE),,
grasp,GRASP,,,2021,GRASP,,
boworcrossbow,BOW OR CROSSBOW,,,3228,BOW OR CROSSBOW,,
swiddenfield,SWIDDEN FIELD,,,429,SWIDDEN FIELD,,
potion,POTION,,,2268,POTION,,
apeormonkey,APE OR MONKEY,,,3298,APE OR MONKEY,,
ripeorcooked,RIPE OR COOKED,,,3806,RIPE OR COOKED,,
yet,YET,,,2577,YET,,
crops,CROPS,,,3081,CROPS,,
highlandbarley,HIGHLAND BARLEY,,,3079,HIGHLAND BARLEY,,
official,OFFICIAL,,,3361,OFFICIAL,,
paternalaunt,PATERNAL AUNT,,,2175,PATERNAL AUNT,,
city,CITY,,,2547,CITY,,
scarforturban,SCARF OR TURBAN,,,3066,SCARF OR TURBAN,,
wristwatch,WRISTWATCH,,,3349,WRISTWATCH,,
silk,SILK,,,1641,SILK,,
flail,FLAIL,,,3057,FLAIL,,
cannon,CANNON,,,3202,CANNON,,
train,TRAIN,,,900,TRAIN,,
airplane,AIRPLANE,,,1597,AIRPLANE,,
bank,BANK,,,1284,BANK,,
pencil,PENCIL,,,2578,PENCIL,,
brassinstrumenthornortrumpet,BRASS INSTRUMENT (HORN OR TRUMPET),,,2136,BRASS INSTRUMENT (HORN OR TRUMPET),BRASS INSTRUMENT (HORN OR TRUMPET),
harmonica,HARMONICA,,,2590,HARMONICA,,
courage,COURAGE,,,3049,COURAGE,,
openeyes,OPEN (EYES),,,3234,OPEN (EYES),,
geld,GELD,,,29,GELD,,
mincesomething,MINCE (SOMETHING),,,3082,MINCE (SOMETHING),,
insert,INSERT,,,3071,INSERT,,
fix,FIX,,,3074,FIX,,
uncover,UNCOVER,,,1108,UNCOVER,,
nothave,NOT HAVE,,,3363,NOT HAVE,,
ladlewater,LADLE (WATER),,,2788,LADLE (WATER),,
holdameeting,HOLD A MEETING,,,3070,HOLD A MEETING,,
sunny,SUNNY,,,2340,SUNNY,,
cloudy,CLOUDY,,,2341,CLOUDY,,
watery,WATERY,,,3545,WATERY,,
cooldown,COOL DOWN,,,3068,COOL DOWN,,
correctsomethingorsomebody,CORRECT (SOMETHING OR SOMEBODY),,,2231,CORRECT (SOMETHING OR SOMEBODY),,
peg,PEG,,,361,PEG,FINGERNAIL,
udder,UDDER,,,154,UDDER,BREAST,
plaitorbraidorweave,PLAIT OR BRAID OR WEAVE,,,1729,PLAIT OR BRAID OR WEAVE,,
rudder,RUDDER,,,108,RUDDER,SHOVEL,
parentsinlaw,PARENTS-IN-LAW,,,306,PARENTS-IN-LAW,FATHER-IN-LAW (OF MAN),
anvil,ANVIL,,,1648,ANVIL,,
bowstring,BOW STRING,,,2119,BOW STRING,,
dull,DULL,,,1397,DULL,,
live,LIVE,,,2309,LIVE,,
wallaby,WALLABY,,,165,WALLABY,,
ceaseorfinish,CEASE OR FINISH,,,2115,CEASE OR FINISH,,
cassowary,CASSOWARY,,,466,CASSOWARY,,
limefruit,LIME (FRUIT),,,982,LIME (FRUIT),,
sagogrub,SAGO GRUB,,,2802,SAGO GRUB,,
sagopalm,SAGO PALM,,,2372,SAGO PALM,PASTURE,
trunkoftree,TRUNK OF TREE,,,776,TRUNK OF TREE,,
spearsomebody,SPEAR (SOMEBODY),,,473,SPEAR (SOMEBODY),,
samesexyoungersibling,SAME-SEX YOUNGER SIBLING,,,3038,SAME-SEX YOUNGER SIBLING,SAME-SEX YOUNGER SIBLING,
samesexoldersibling,SAME-SEX OLDER SIBLING,,,3037,SAME-SEX OLDER SIBLING,SAME-SEX YOUNGER SIBLING,
movequickly,MOVE QUICKLY,,,2220,MOVE QUICKLY,,
differentsexoldersibling,DIFFERENT-SEX OLDER SIBLING,,,3039,DIFFERENT-SEX OLDER SIBLING,,
across,ACROSS,,,2670,ACROSS,,
penissheath,PENIS SHEATH,,,2671,PENIS SHEATH,,
fellatree,FELL (A TREE),,,463,FELL (A TREE),CUT,
tinea,TINEA,,,3173,TINEA,RINGWORM,
noon,NOON,,,2490,NOON,MOON,
toenail,TOENAIL,,,2662,TOENAIL,,
headwaters,HEADWATERS,,,2672,HEADWATERS,,
oralcavity,ORAL CAVITY,,,2674,ORAL CAVITY,,
birdofparadise,BIRD OF PARADISE,,,2673,BIRD OF PARADISE,,
center,CENTER,,,491,CENTER,,
earthwetsubstance,EARTH (WET SUBSTANCE),,,2158,EARTH (WET SUBSTANCE),,
shadow,SHADOW,,,2275,SHADOW,,
meteroidshootingorshiningstar,METEROID (SHOOTING OR SHINING STAR),,,2288,METEROID (SHOOTING OR SHINING STAR),,
crosscousin,CROSS-COUSIN,,,3162,CROSS-COUSIN,,
gstring,G-STRING,,,468,G-STRING,,
differentsexyoungersibling,DIFFERENT-SEX YOUNGER SIBLING,,,3040,DIFFERENT-SEX YOUNGER SIBLING,,
crayfish,CRAYFISH,,,467,CRAYFISH,,
shrub,SHRUB,,,751,SHRUB,,
me,ME,,,2301,ME,,
theeobliquecaseofyou,THEE (OBLIQUE CASE OF YOU),,,2304,THEE (OBLIQUE CASE OF YOU),,
youobliquecaseofyou,YOU (OBLIQUE CASE OF YOU),,,2312,YOU (OBLIQUE CASE OF YOU),,
viper,VIPER,,,2654,VIPER,,
circumcision,CIRCUMCISION,,,393,CIRCUMCISION,,
sagothatch,SAGO THATCH,,,2616,SAGO THATCH,,
muscle,MUSCLE,,,1004,MUSCLE,,
greencoconut,GREEN COCONUT,,,3034,GREEN COCONUT,,
revenge,REVENGE,,,495,REVENGE,,
sucklebreastfeednurse,"SUCKLE (BREASTFEED, NURSE)",,,2472,"SUCKLE (BREASTFEED, NURSE)",,
knuckle,KNUCKLE,,,2824,KNUCKLE,,
beatwar,BE AT WAR,,,2208,BE AT WAR,,
scabies,SCABIES,,,3172,SCABIES,,
prawns,PRAWNS,,,238,PRAWNS,,
rackforstoringfood,RACK (FOR STORING FOOD),,,3176,RACK (FOR STORING FOOD),,
loin,LOIN,,,187,LOIN,,
jobstears,JOB'S TEARS,,,3281,JOB'S TEARS,,
earlobe,EARLOBE,,,18,EARLOBE,EAR,
rag,RAG,,,332,RAG,CLOTHES,
doorpost,DOORPOST,,,80,DOORPOST,POST,
season,SEASON,,,691,SEASON,DAY (NOT NIGHT),
goodluck,GOOD LUCK,,,720,GOOD LUCK,GRIEF,
queen,QUEEN,,,1306,QUEEN,CHIEFTAIN,
resin,RESIN,,,664,RESIN,,
sichuanpepper,SICHUAN PEPPER,,,3395,SICHUAN PEPPER,,
sawsomething,SAW (SOMETHING),,,3543,SAW (SOMETHING),,
languageorword,LANGUAGE OR WORD,,,2799,LANGUAGE OR WORD,,
direction,DIRECTION,,,3427,DIRECTION,,
sparse,SPARSE,,,207,SPARSE,,
astringent,ASTRINGENT,,,3837,ASTRINGENT,,
rakesomething,RAKE (SOMETHING),,,3127,RAKE (SOMETHING),,
becomenumb,BECOME NUMB,,,2216,BECOME NUMB,,
heatup,HEAT UP,,,1341,HEAT UP,,
calm,CALM,,,258,CALM,QUIET,
wedding,WEDDING,,,1259,WEDDING,SLEEP,
stepson,STEPSON,,,1059,STEPSON,CHILD (DESCENDANT),
herdsman,HERDSMAN,,,263,HERDSMAN,,
sausage,SAUSAGE,,,1874,SAUSAGE,INTESTINES,
mead,MEAD,,,941,MEAD,MEAD,
cloak,CLOAK,,,326,CLOAK,CLOTHES,
poncho,PONCHO,,,327,PONCHO,CLOTHES,
jewel,JEWEL,,,1029,JEWEL,STONE OR ROCK,
mortarbinder,MORTAR BINDER,,,1731,MORTAR BINDER,,
adobe,ADOBE,,,901,ADOBE,BRICK,
thresh,THRESH,,,285,THRESH,KILL,
threshingfloor,THRESHING-FLOOR,,,223,THRESHING-FLOOR,FENCE,
harvestorharvestseason,HARVEST OR HARVEST SEASON,,,3541,HARVEST OR HARVEST SEASON,,
acorn,ACORN,,,968,ACORN,OAK,
brokennotworking,BROKEN (NOT WORKING),,,3190,BROKEN (NOT WORKING),,
potter,POTTER,,,359,POTTER,,
axle,AXLE,,,1769,AXLE,SPINDLE,
hire,HIRE,,,856,HIRE,,
color,COLOR,,,1613,COLOR,PAINT (PIGMENTS),
faithful,FAITHFUL,,,100,FAITHFUL,CORRECT (RIGHT),
prevent,PREVENT,,,1550,PREVENT,FORBID,
prostitute,PROSTITUTE,,,1610,PROSTITUTE,PROSTITUTE,
sling,SLING,,,387,SLING,,
armour,ARMOUR,,,1061,ARMOUR,SHIELD,
victory,VICTORY,,,783,VICTORY,LOSE,
defeat,DEFEAT,,,782,DEFEAT,LOSE,
prisoner,PRISONER,,,1072,PRISONER,PRISONER,
booty,BOOTY,,,1022,BOOTY,,
defendant,DEFENDANT,,,1034,DEFENDANT,FAULT,
convict,CONVICT,,,983,CONVICT,FAULT,
acquit,ACQUIT,,,988,ACQUIT,LET GO OR SET FREE,
adultery,ADULTERY,,,902,ADULTERY,PROSTITUTE,
rape,RAPE,,,953,RAPE,SQUEEZE,
arson,ARSON,,,1889,ARSON,COOK (SOMETHING),
perjury,PERJURY,,,1792,PERJURY,DECEIT,
altar,ALTAR,,,853,ALTAR,,
omen,OMEN,,,107,OMEN,GRIEF,
radio,RADIO,,,1315,RADIO,,
television,TELEVISION,,,1788,TELEVISION,,
telephone,TELEPHONE,,,1379,TELEPHONE,,
motorcycle,MOTORCYCLE,,,638,MOTORCYCLE,,
bus,BUS,,,1070,BUS,CAR,
electricity,ELECTRICITY,,,59,ELECTRICITY,CLEAN,
battery,BATTERY,,,662,BATTERY,,
hospital,HOSPITAL,,,616,HOSPITAL,,
pill,PILL,,,395,PILL,POISON,
injection,INJECTION,,,1805,INJECTION,NEEDLE (FOR SEWING),
faucet,FAUCET,,,1488,FAUCET,,
government,GOVERNMENT,,,815,GOVERNMENT,CHIEFTAIN,
president,PRESIDENT,,,899,PRESIDENT,CHIEFTAIN,
minister,MINISTER,,,486,MINISTER,,
police,POLICE,,,656,POLICE,,
driverslicense,DRIVER'S LICENSE,,,599,DRIVER'S LICENSE,,
crime,CRIME,,,1066,CRIME,FAULT,
election,ELECTION,,,240,ELECTION,,
mail,MAIL,,,167,MAIL,LETTER,
can,CAN,,,1051,CAN,TIN OR TINPLATE,
screw,SCREW,,,1802,SCREW,,
screwdriver,SCREWDRIVER,,,836,SCREWDRIVER,,
spectacles,SPECTACLES,,,1898,SPECTACLES,GLASS,
plastic,PLASTIC,,,654,PLASTIC,,
bomb,BOMB,,,1804,BOMB,,
workshop,WORKSHOP,,,1677,WORKSHOP,,
music,MUSIC,,,642,MUSIC,PLAY,
address,ADDRESS,,,591,ADDRESS,,
birthcertificate,BIRTH CERTIFICATE,,,397,BIRTH CERTIFICATE,,
brake,BRAKE,,,966,BRAKE,,
motor,MOTOR,,,110,MOTOR,CAR,
liberate,LIBERATE,,,37,LIBERATE,LET GO OR SET FREE,
licenseplate,LICENSE PLATE,,,1790,LICENSE PLATE,,
postcard,POSTCARD,,,1497,POSTCARD,LETTER,
raccoon,RACCOON,,,828,RACCOON,,
reindeer,REINDEER,,,1876,REINDEER,,
lasso,LASSO,,,340,LASSO,,
larch,LARCH,,,116,LARCH,,
needletree,NEEDLE TREE,,,286,NEEDLE TREE,NEEDLE (FOR SEWING),
arcticlights,ARCTIC LIGHTS,,,261,ARCTIC LIGHTS,,
tan,TAN,,,247,TAN,,
snowshoe,SNOWSHOE,,,233,SNOWSHOE,,
initiationceremony,INITIATION CEREMONY,,,1946,INITIATION CEREMONY,,
cone,CONE,,,287,CONE,,
whetstone,WHETSTONE,,,295,WHETSTONE,,
tumpline,TUMPLINE,,,294,TUMPLINE,,
crustaceansprawnsorshrimp,CRUSTACEANS (PRAWNS OR SHRIMP),,,2686,CRUSTACEANS (PRAWNS OR SHRIMP),,
maniocbread,MANIOC BREAD,,,407,MANIOC BREAD,CASSAVA,
siblingschild,SIBLING'S CHILD,,,173,SIBLING'S CHILD,CHILD (DESCENDANT),
childinlaw,CHILD-IN-LAW,,,1060,CHILD-IN-LAW,FATHER-IN-LAW (OF MAN),
siblinginlaw,SIBLING-IN-LAW,,,1832,SIBLING-IN-LAW,,
carcass,CARCASS,,,1770,CARCASS,CORPSE,
padlock,PADLOCK,,,336,PADLOCK,LOCK,
beginning,BEGINNING,,,1557,BEGINNING,BEFORE,
soil,SOIL,,,1015,SOIL,,
puddle,PUDDLE,,,2290,PUDDLE,,
fourdaysbeforenow,FOUR DAYS BEFORE NOW,,,3278,FOUR DAYS BEFORE NOW,,
fourdaysfromnow,FOUR DAYS FROM NOW,,,3277,FOUR DAYS FROM NOW,,
riceseedling,RICE SEEDLING,,,3767,RICE SEEDLING,,
moss,MOSS,,,637,MOSS,,
paternalauntfathersoldersister,PATERNAL AUNT (FATHER'S OLDER SISTER),,,3041,PATERNAL AUNT (FATHER'S OLDER SISTER),,
riceflour,RICE FLOUR,,,3285,RICE FLOUR,,
largebowl,LARGE BOWL,,,3286,LARGE BOWL,,
cage,CAGE,,,3283,CAGE,,
takeout,TAKE OUT,,,3654,TAKE OUT,,
deliver,DELIVER,,,2033,DELIVER,,
weed,WEED,,,3288,WEED,,
blessed,BLESSED,,,2529,BLESSED,,
quickly,QUICKLY,,,3365,QUICKLY,,
pandanus,PANDANUS,,,469,PANDANUS,,
insideahouse,INSIDE A HOUSE,,,3305,INSIDE A HOUSE,,
