Name	ID	Glottocode	Family	Latitude	Longitude	Hits
Soo	johanssonsoundsymbolic-Soo	sooo1256	Kuliak	2.58367	34.7595	1
Sorbian: Upper	iecor-48	uppe1395	Indo-European	51.18	14.42	1
South Highland Mixe	wichmannmixezoquean-SouthHighlandMixe	tlah1239	Mixe-Zoque	16.9634	-96.1186	1
Southern Hamgyong	robbeetstriangulation-SouthernHamgyong	hamg1238	Koreanic	39.55	127.32	1
Southern Kiwai (Tureture Dialect)	transnewguineaorg-tureture	sout2949	Kiwaian	-8.64889	143.244	1
Southern Pomo	johanssonsoundsymbolic-SouthernPomo	sout2984	Pomoan	38.7643	-122.545	1
Southern Pyongan	robbeetstriangulation-SouthernPyongan	pyon1239	Koreanic	39.15	125.51	1
Southern Tai (Songkhla variety)	idssegmented-southerntaisongkhlavariety	sout2746	Tai-Kadai	6.85668	99.7031	1
Southern Yukaghir	northeuralex-yux	sout2750	Yukaghir	65.75	150.83	1
Sọ̄́n·go	polyglottaafricana-X-C-5	nson1238	Atlantic-Congo	-10.5166	16.7348	1
Standard Arabic	northeuralex-arb	stan1318	Afro-Asiatic	27.96	43.85	1
Stella_Ligurian	saenkoromance-stellaligurian	ligu1248	Indo-European	44.0816	7.90522	1
Suabo	johanssonsoundsymbolic-Suabo	suab1238	Inanwatan	-2.07971	132.157	1
Sui	idssegmented-sui	suii1243	Tai-Kadai	24.0488	106.563	1
Sumbwa	tls-Sumbwa	sumb1240	Atlantic-Congo	-3.47335	31.9457	1
Sumerian	johanssonsoundsymbolic-Sumerian	sume1241		31.3	45.6667	1
Sura	kraftchadic-Sura	mwag1236	Afro-Asiatic	9.47205	8.96522	1
Suri	johanssonsoundsymbolic-Suri	suri1267	Surmic	6.03205	35.0823	1
Sursurunga	abvdoceanic-Sursurunga_1342	surs1246	Austronesian	-3.99078	152.768	1
Tabasaran (Northern dialect Khanag subdialect)	idssegmented-tabasarannortherndialectkhanagsubdialect	taba1259	Nakh-Daghestanian	42.0198	47.8379	1
Tacana	keypano-Tacana	taca1256	Pano-Tacanan	-13.39249	-68.04056	1
Tai Khün	idssegmented-taikhun	khun1259	Tai-Kadai	19.6062	99.3363	1
Tai Lü	idssegmented-tailu	luuu1242	Tai-Kadai	21.0321	101.282	1
Taiof	abvdoceanic-Taiof_225	sapo1253	Austronesian	-5.64103	154.732	1
Tairora, South	transnewguineaorg-tairora-south	sout2943	Nuclear Trans New Guinea	-6.35337	145.883	1
Takia	wold-Takia	taki1248	Austronesian	-4.66667	146.0	1
Tamang (Sahu)	halenepal-SahuTamang	west2415	Sino-Tibetan	28.0239	85.0563	1
Tanala	servamalagasy-TanalaIfanadiana	tana1285	Austronesian	-21.28	47.63	1
Tangale	kraftchadic-Tangale	nucl1696	Afro-Asiatic	9.75444	11.3228	1
Tangga	abvdoceanic-Tangga_131	tang1348	Austronesian	-4.08824	153.611	1
Tangkhul	marrisonnaga-Tangkhul	sino1246	Sino-Tibetan	25.1167	94.3667	1
Tani_Bokar	sagartst-Bokar	boka1249	Sino-Tibetan	27.554547	93.15717	1
Tapirapé	tuled-Tapirape	tapi1254	Tupian	-10.5373	-50.5438	1
Tatuyo	hubercolumbian-Tatuyo	tatu1247	Tucanoan	0.55582	-70.5327	1
Tause	transnewguineaorg-tause	taus1252	Lakes Plain	-2.8406	136.899	1
Taushiro	johanssonsoundsymbolic-Taushiro	taus1253		-3.22497	-75.5603	1
Tawala	abvdoceanic-Tawala_651	tawa1275	Austronesian	-10.3115	150.644	1
Tawaroga	tryonsolomon-tawaroga	kahu1241	Austronesian	-10.6963	162.191	1
Tebul_Ure	heathdogon-TebulUre	tebu1239	Dogon	14.68625	-3.062283333	1
Tena	crossandean-Serena	tena1240	Quechuan	-0.76271	-77.5404	1
Teop	abvdoceanic-Teop_187	teop1238	Austronesian	-5.67474	154.971	1
Teribe	constenlachibchan-Teribe	teri1250	Chibchan	9.06	-82.96	1
Tetelcingo Nahuatl	utoaztecan-AztecTetelcingo	tete1251	Uto-Aztecan	18.8854	-98.893	1
Tharrgari	bowernpny-Tharrgari	dhar1247	Pama-Nyungan	-24.0601	114.847	1
Tibetan_Batang	sagartst-Batang	kham1282	Sino-Tibetan	30.00795	99.111944	1
Tibetan_Xiahe	sagartst-Xiahe	amdo1237	Sino-Tibetan	35.210549	102.524979	1
TibetoKinauri_Byangsi	sagartst-Byangsi	byan1241	Sino-Tibetan	29.583838	80.22309	1
Tifal	transnewguineaorg-tifal	tifa1245	Nuclear Trans New Guinea	-5.03899	141.293	1
Tigak	abvdoceanic-Tigak_135	tiga1245	Austronesian	-2.70951	150.893	1
Timbe	transnewguineaorg-timbe	timb1251	Nuclear Trans New Guinea	-6.06875	147.057	1
Tindi	idssegmented-tindi	tind1238	Nakh-Daghestanian	42.3316	45.9227	1
Tinnē	tolmiebritishcolumbia-Tinne-Takulli-Teheili	carr1249	Athabaskan-Eyak-Tlingit	49.3466	-121.4731	1
Tiwi	johanssonsoundsymbolic-Tiwi	tiwi1244		-11.6308	130.949	1
Tíwi	polyglottaafricana-XII-E-19	tivv1240	Atlantic-Congo	6.88039	9.26287	1
To'ambaita	tryonsolomon-toambaita	toab1237	Austronesian	-8.39233	160.619	1
Toaripi	johanssonsoundsymbolic-Toaripi	toar1246	Eleman	-8.07231	146.206	1
Toda	dravlex-Toda	toda1252	Dravidian	11.4184	77.0168	1
Tokano	transnewguineaorg-tokano	toka1244	Nuclear Trans New Guinea	-6.05047	145.298	1
Tol	johanssonsoundsymbolic-Tol	toll1241	Jicaquean	14.6686	-87.0372	1
Tolai	abvdoceanic-Tolai_382	kuan1248	Austronesian	-4.30986	152.114	1
Tomoip (Milim village)	barlowkilliantomoip-tomo1244-1	tomo1244	Austronesian	-5.30721	151.828	1
Tonga	sawkatokaleya-Tonga	tong1318	Atlantic-Congo	-17.42	27.1	1
Tsheheilis	tolmiebritishcolumbia-Tsheheilis-Staktamish	lowe1427	Salishan	46.8238	-123.2017	1
Tsou T63	abvdphilippines-138	tsou1248	Austronesian	23.216	120.787	1
Tubetube	abvdoceanic-Tubetube_1458	bwan1241	Austronesian	-10.6599	151.034	1
Tumbúktu	polyglottaafricana-XII-C-2	koyr1240	Songhay	16.192	-3.73962	1
Tunebo Central	hubercolumbian-TuneboCentral	cent2150	Chibchan	6.8867	-72.097	1
Tuveta	tls-Tuveta	tave1240	Atlantic-Congo	-3.41822	37.7061	1
Tümpisa Shoshone	huntergatherer-13	pana1305	Uto-Aztecan	36.0007	-117.901	1
Udmurt	idssegmented-udmurt	udmu1245	Uralic	56.12921	52.63548	1
Ujindile	mitterhoferbena-Ujindile	ujin1234	Atlantic-Congo	-9.24553	34.50936	1
Upper Chehalis	idssegmented-upperchehalis	uppe1439	Salishan	46.7981	-123.169	1
Uripiv: Tautu	vanuatuvoices-Uripivtautu	urip1240	Austronesian	-16.07	167.4	1
Uyum Nagar	backstromnorthernpakistan-UyumNagar	naga1398	Burushaski	36.1528358	74.8461621	1
Uzbek	robbeetstriangulation-Uzbek	uzbe1247	Turkic	40.89	69.21	1
Venice_Venetian	saenkoromance-venicevenetian	vene1258	Indo-European	45.503581	12.214167	1
Veps	northeuralex-vep	veps1250	Uralic	60.34	34.79	1
Vercellese_Piemontese	saenkoromance-vercellesepiemontese	piem1238	Indo-European	45.4633	8.32366	1
Vunjo	tls-Vunjo	vunj1238	Atlantic-Congo	-3.42531	37.5847	1
V’ënen Taute: Benmara	vanuatuvoices-Venentautebenmara	bign1238	Austronesian	-16.05552	167.23261	1
Waimaja	hubercolumbian-Waimaja	waim1255	Tucanoan	0.30416	-70.1644	1
Walak	transnewguineaorg-walak	wala1269	Nuclear Trans New Guinea	-3.8238	138.84	1
Wamas	transnewguineaorg-wamas	wama1247	Nuclear Trans New Guinea	-4.97757	145.541	1
Wampar	abvdoceanic-Wampar_141	wamp1247	Austronesian	-6.67364	146.662	1
Wancho	marrisonnaga-Wancho	wanc1238	Sino-Tibetan	26.9667	95.8167	1
Wangkangurru	bowernpny-Wangkangurru	wang1290	Pama-Nyungan	-25.8148	135.941	1
Wangkatja	bowernpny-Wangkatja	pint1251	Pama-Nyungan	-29.806	127.632	1
Wanyam	birchallchapacuran-wanyam	wany1246	Chapacuran	-12.1	-63.1	1
Warekena Velha	walkerarawakan-WarekenaVelha	ware1255	Arawakan	1.5	-67.5	1
Wargamay	bowernpny-Wargamay	warr1255	Pama-Nyungan	-18.5468	146.179	1
Warnman	bowernpny-Warnman	wanm1242	Pama-Nyungan	-22.7078	122.325	1
Waropen	abvdoceanic-Waropen_142	waro1242	Austronesian	-2.31142	136.633	1
Warrwa	huntergatherer-178	warr1258	Nyulnyulan	-17.0965	123.971	1
Warumungu	bowernpny-Warumungu	waru1265	Pama-Nyungan	-20.6479	134.375	1
Waskia	transnewguineaorg-waskia	wask1241	Nuclear Trans New Guinea	-4.57978	145.979	1
Waurá	idssegmented-waura	waur1244	Arawakan	-13.296	-53.6971	1
Wedau	abvdoceanic-Wedau_1459	weda1241	Austronesian	-10.1246	150.172	1
West Kewa	transnewguineaorg-west-kewa	west2599	Nuclear Trans New Guinea	-6.32097	143.73	1
West Makian	transnewguineaorg-west-makian	west2600	North Halmahera	0.45332	127.63	1
West Margi	kraftchadic-Westmargi	puta1243	Afro-Asiatic	10.83854	12.99521	1
Western Arrarnta	bowernpny-WesternArrarnta	west2441	Pama-Nyungan	-24.05052	133.24621	1
Western Mono	huntergatherer-6	mono1275	Uto-Aztecan	37.1935	-119.347	1
Western Pantar	robinsonap-westernpantar	lamm1241	Timor-Alor-Pantar	-8.52787	124.057	1
Wichí	chacolanguages-Wichi	wich1261	Mataguayan	-23.16	-62.18	1
Wik Mungkan	bowernpny-WikMungkan	wikm1247	Pama-Nyungan	-13.98051	141.81611	1
Wintu	huntergatherer-28	wint1259	Wintuan	39.7176	-122.445	1
Wirangu	bowernpny-Wirangu	wira1265	Pama-Nyungan	-32.0	134.0	1
Witoto Ni̵pode	hubercolumbian-WitotoNipode	nupo1240	Huitotoan	-2.34495	-70.9559	1
Wounaan	hubercolumbian-Wounaan	woun1238	Chocoan	8.5	-78.0	1
Wowo: Wowo	vanuatuvoices-Wowowowo	vovo1238	Austronesian	-15.90224	167.18459	1
Wólof	polyglottaafricana-XII-A-a-1	nucl1347	Atlantic-Congo	15.2534	-15.383	1
Xia Tujia	zhoubizic-XiaTujia	nort2732	Sino-Tibetan	29.3016	109.759	1
Xiangxi, East	chenhmongmien-EasternXiangxi	east2371	Hmong-Mien	28.124036	109.890473	1
Xiangyun	allenbai-Xiangyun	xian1250	Sino-Tibetan	25.5313657	100.4478932	1
Xibe	oskolskayatungusic-Xibe	xibe1242	Tungusic	43.5854	81.0034	1
Xu	idssegmented-xu	huuu1240	Austroasiatic	22.0163	100.881	1
Xuzhang	yanglalo-Xuzhang	xuzh1234	Sino-Tibetan	25.344026	99.112244	1
Yabem	abvdoceanic-Yabem_334	yabe1254	Austronesian	-6.67052	147.81	1
Yaeyama Ishigaki	robbeetstriangulation-YaeyamaIshigaki	ishi1240	Japonic	24.2	124.09	1
Yagara	bowernpny-Yagara	yaga1262	Pama-Nyungan	-27.87648	152.46028	1
Yagaria	transnewguineaorg-yagaria	yaga1260	Nuclear Trans New Guinea	-6.32432	145.388	1
Yana	johanssonsoundsymbolic-Yana	yana1271		39.2769	-121.608	1
Yangjiang	beidasinitic-Yangjiang	yang1307	Sino-Tibetan	21.7895612	111.966667	1
Yanomámi	idssegmented-yanomami	yano1262	Yanomamic	2.48999	-62.8522	1
Yapen: Poom	papuanvoices-Yapenpoom	pomm1237	Austronesian	-1.64	135.62	1
Yaqui	wold-Yaqui	yaqu1251	Uto-Aztecan	27.5	-110.25	1
Yaruro	idssegmented-yaruro	pume1238		7.10677	-67.5996	1
Yasin Center	backstromnorthernpakistan-YasinCenter	yasi1237	Burushaski	36.4092359	73.0214217	1
Yavitero	idssegmented-yavitero	yavi1244	Arawakan	2.924844	-67.438886	1
Yele	johanssonsoundsymbolic-Yele	yele1255		-11.3796	154.127	1
Yi (Mile)	suntb-MileYi	axiy1235	Sino-Tibetan	27.16	105.61	1
Yi (Mojiang)	suntb-MojiangYi	sout2723	Sino-Tibetan	24.41	103.43	1
Yimchungrü	marrisonnaga-Yimchungru	yimc1241	Sino-Tibetan	25.7167	94.9167	1
Yino	yangyi-Yino	yinu1238	Sino-Tibetan	28.32864	103.1321792	1
Yolmo	dhakalsouthwesttibetic-Yolmo	hela1238	Sino-Tibetan	27.9212	85.6289	1
Yonaguni	robbeetstriangulation-Yonaguni	yona1241	Japonic	24.28	123.0	1
Yucuna	hubercolumbian-Yucuna	yucu1253	Arawakan	-0.76075	-71.0033	1
YucunaniMixtec	mixtecansubgrouping-YucunaniMixtec	mixt1425	Otomanguean	17.300827	-97.893888	1
Yupua	kochtukanoan-Yupua	jupu1235	Tucanoan	-0.5	-70.0	1
Yuwana	idssegmented-yuwana	yuwa1244		5.63879	-65.4267	1
Yū́la	polyglottaafricana-IV-D-2	kase1253	Atlantic-Congo	11.0824	-1.39076	1
Zafisoro	servamalagasy-ZafisoroFarafangana	zafi1234	Austronesian	-22.8	47.82	1
Zanaki	tls-Zanaki	zana1238	Atlantic-Congo	-2.26367	34.0542	1
Zaramo	tls-Zaramo	zara1247	Atlantic-Congo	-6.87705	38.9258	1
Zlarong	lairgyalrong-Zlarong	zlar1234	Sino-Tibetan	29.933395	98.085308	1
Zo'e	tuled-Zoe	zoee1240	Tupian	-1.77	-55.51	1
Zuoke	lamanisoic-Zuoke	zokh1238	Sino-Tibetan	23.8	104.8	1
amaimon	zgraggenmadang-amaimon	amai1246	Nuclear Trans New Guinea	-5.18742	145.368	1
arawum	zgraggenmadang-arawum	araw1272	Nuclear Trans New Guinea	-5.52787	145.903	1
asas	zgraggenmadang-asas	asas1240	Nuclear Trans New Guinea	-5.69345	145.549	1
camuki	abvdoceanic-camuki_1503	cemu1238	Austronesian	-20.8489	165.13	1
danaru	zgraggenmadang-danaru	dana1254	Nuclear Trans New Guinea	-5.53634	145.457	1
isabi	zgraggenmadang-isabi	isab1240	Nuclear Trans New Guinea	-5.83809	145.462	1
mawan	zgraggenmadang-mawan	mawa1267	Nuclear Trans New Guinea	-5.2219	145.589	1
paynamar	zgraggenmadang-paynamar	payn1244	Nuclear Trans New Guinea	-4.94303	144.879	1
pulabu	zgraggenmadang-pulabu	pula1267	Nuclear Trans New Guinea	-5.59558	145.738	1
rGyalrong (Ganzi Danba Badi Munashan)	naganorgyalrongic-GanziDanbarGyalrong	situ1238	Sino-Tibetan	31.060903	101.855001	1
rGyalrong (Jinchuan Erkai)	naganorgyalrongic-JinchuanErkairGyalrong	shan1274	Sino-Tibetan	31.464691	101.341027	1
rGyalrong (Maerkang Caodeng (B))	naganorgyalrongic-MaerkangCaodengrGyalrong	tsho1240	Sino-Tibetan	32.209102	101.832718	1
rGyalrong (Somo)	gaotb-rGyalrongSomo	jiar1240	Sino-Tibetan	31.6	102.23	1
sinsauru	zgraggenmadang-sinsauru	sins1241	Nuclear Trans New Guinea	-5.64336	145.599	1
sumau	zgraggenmadang-sumau	suma1270	Nuclear Trans New Guinea	-5.48556	145.474	1
urigina	zgraggenmadang-urigina	urig1240	Nuclear Trans New Guinea	-5.58982	145.507	1
uya	zgraggenmadang-uya	uyaa1238	Nuclear Trans New Guinea	-5.32246	145.47	1
uyajitaya	zgraggenmadang-uyajitaya	dudu1240	Nuclear Trans New Guinea	-5.43119	145.642	1
waube	zgraggenmadang-waube	kwat1244	Nuclear Trans New Guinea	-5.53799	145.629	1
yangulam	zgraggenmadang-yangulam	yang1298	Nuclear Trans New Guinea	-5.52697	145.858	1
yoidik	zgraggenmadang-yoidik	yoid1240	Nuclear Trans New Guinea	-4.94044	145.758	1
Äiwoo	abvdoceanic-Aiwoo_501	ayiw1239	Austronesian	-10.282595	166.328715	1
ᵐBoewe	abvdoceanic-Boewe_1511	orow1242	Austronesian	-21.6269	165.473	1
